LOCATION,STATAREA
SIMPSON,456031
SIMPSON B AY,456031
SIMPSON BAY,456031
SIMPSON BAY   (COONSTRIPES,456031
SIMPSON BAY AREA,456031
SIMPSON BAY ENTRANCE,456031
SIMPSON BAY ORCA INLET,456031
"SIMPSON BAY, AK",456031
"SIMPSON BAY, EASTERN PWS",456031
"SIMPSON BAY, WEST ARM",456031
SIMSON BAY,456031
SIWASH,476036
SIWASH BAY,476036
SIWASH BAY ENTRANCE IN UNAKQIK,476036
SIWASH BAY ENTRANCE UNAKWIK,476036
SIWASH BAY UNAKWIK,476036
SIWASH BAY UNAKWIK INLET,476036
"SIWASH BAY, UNAKWIK",476036
"SIWASH BAY, UNAKWIK BAY",476036
"SIWASH COVE, UNAKWIK",476036
SIWASH UNAKWIK,476036
"SLEEPY BAY, AK",476003
SLOP POINT,486033
SLOPE POINT,486033
SLOPE PT.,486033
SMITH/LITTLE SMITH ISLANDS,476032
SNUG CORNER COVE PORT FIDALGO,466033
SNUG HARBOR,476007
SNUG HARBOR KNIGHT ISLAND,476007
SOLF COVE HERRING BAY,476006
SOLOMON CREEK,466100
SOLOMON CREEK PORT VALDEZ,466100
SOLOMON GULCH PORT VALDEZ,466100
SOOP BAY ENTRANCE,466100
SOUTH APPLEGATE ISLAND,486031
SOUTH BAINBRIDE ISLAND,486001
SOUTH BAY PERRY ISLAND,476033
"SOUTH BAY, PERRY ISLAND",476033
SOUTH BLACKSTONE BAY,486033
SOUTH CALROSE PASS,486031
SOUTH CHENEGA ISLAND/ DANGEROUS PASSAGE,486005
SOUTH COLROSS,486031
SOUTH COULROS PASSAGE,486031
SOUTH CULLROSS,486031
SOUTH CULLROSS PASSAGE,486031
SOUTH CULROSE,486031
SOUTH CULROSE PASSAGE,486031
"SOUTH CULROSE, WESTSIDE",486031
SOUTH CULROSS,486031
SOUTH CULROSS ISLAND,486031
SOUTH CULROSS PASS,486031
SOUTH CULROSS PASSAGE,486031
SOUTH CULROSS PASSAGE (POTS ROBBED),486031
"SOUTH CULROSS PASSAGE, PWS",486031
"SOUTH CULROSS, NEAR PICTURESQUE COVE",486031
SOUTH CULTOSS PASSAGE,486031
SOUTH CULUROSS PASSAGE,486031
SOUTH EAST END OF COCHRAN BAY,486033
SOUTH EAST OF MAIN BAY,486031
SOUTH EAST PERRY ISLAND,476031
SOUTH EAST SIDE OF COCHRAN BAY,486033
SOUTH EDGE OF MOUTH OF DEEPWATER BAY,486032
SOUTH ELRINGTON PASSAGE,486001
SOUTH END COCHRANE BAY,486033
SOUTH END CUL ROSS,486031
SOUTH END CULROSE PASSAGE,486031
SOUTH END CULROSS PASS,486031
SOUTH END CULROSS PASSAGE,486031
SOUTH END ESTHER PASS,476033
SOUTH END KNIGHT ISLAND,476004
SOUTH END OF APPLEGATE ISL,486031
SOUTH END OF COCHRAN BAY,486033
SOUTH END OF CULROSS PASS,486031
SOUTH END OF CULROSS PASSA,486031
SOUTH END OF CULROSS PASSAGE,486031
SOUTH END OF ESTHER ISLAND,486033
SOUTH END OF GREEN ISLAND,485932
SOUTH END OF JACKS BAY,466100
SOUTH END OF LONG PASSAGE,476005
SOUTH END OLSEN ISLAND,476036
SOUTH ENTRANCE JACK BAY,466100
SOUTH ESTER ISLAND,476033
SOUTH ESTER PASSAGE,476033
SOUTH ESTHER ISLAND,486033
SOUTH ESTHER PASS,476033
SOUTH ESTHER PASSAGE,476033
SOUTH EVENS ISLAND WELLS PASSAGE,486001
SOUTH GRANITE BAY PORT WELLS,486034
SOUTH ISLAND CHENEGA,486005
SOUTH KNIGHT,476004
SOUTH KNIGHT ISLAND,476004
SOUTH MEW COVE,476007
SOUTH MOUTH ESTHER PASSAGE,476033
SOUTH NELLIE,486031
SOUTH OF ALYESKA TERMINAL,466100
SOUTH OF BILLINGS GLACIER,486100
SOUTH OF CASCADE BAY,476033
SOUTH OF ESTER ISLAND,486033
SOUTH OF GRANITE BAY,476036
SOUTH OF HUMMER BAY,486034
SOUTH OF PERRY ISLAND,476033
SOUTH OF PIGOT POINT,486034
SOUTH OF POTATO POINT,466100
SOUTH OF SHOUP BAY,466100
"SOUTH OF WEST TWIN BAY, PERRY IS.",476033
SOUTH OR SUPRISE,486033
SOUTH PERRY,476033
SOUTH PERRY ISLAND,476033
SOUTH PERRY PASSAGE,486033
SOUTH SIDE CULROSS PASSAGE,486031
SOUTH SIDE ESTER ISLAND BY THE CANNERY ENTRANCE,486033
SOUTH SIDE GALENA BAY,466033
SOUTH SIDE OF ESTER ISLAND NEAR LAKE BAY,486033
SOUTH SIDE OF OLSEN ISLAND/BOTTOM OF UNAKWIK,476036
SOUTH SIDE OF PERRY ISLAND,476033
SOUTH SIDE PERRY ISLAND,476033
SOUTH TIP OF SQUIRE ISLAND,476005
SOUTH WELLS PASSAGE,486033
SOUTHEAST SIDE OF CULROSS PASSAGE,486031
SOUTHERN CULROSS PASSAGE,486031
SOUTHERN END CULROSS,486031
"SOUTHERN END OF PIGOT BAY,",486034
SOUTHERN KNIGHT ISLAND,476004
SOUTHERN PORT WELLS @ PIGO,486034
SOUTHSIDE OF ESTHER IS,486033
SOUTHWEST BLACKSTONE,486033
SOUTHWEST OF VALDEZ,466100
SQAW BAY,476033
SQUAD,499999
SQUAW BAY,476033
SQUAW BAY (OCTUPUS IN 2 POTS),476033
SQUIER ISLAND,476005
SQUIRE BAY,476005
SQUIRE COVE,476005
SQUIRE ISALND,476005
SQUIRE ISLAND,476005
SQUIRE ISLAND LONG CHANNEL,476005
SQUIRE ISLAND PT,476005
"SQUIRE ISLAND, LONG CHANNEL, KNIGHT ISLAND",476005
"SQUIRE ISLAND, S END",476005
SQUIRE ISLAND. LONG CHANNEL,476005
SQUIRE POINT,476005
SQUIRE POINT KNIGHT ISLAND,476005
SQUIRE POINT OFF OF KNIGHT ISLAND,476005
SQUIREISLAND,476005
SQUIREL COVE,486033
SQUIRELL COVE,485932
SQUIRREL,486033
SQUIRREL BAY,486033
SQUIRREL BAY EVANS ISLAND,485932
SQUIRREL COVE,486033
SQUIRREL COVE AND GRADUAL POINT,486033
SQUIRREL COVE AREA,486033
SQUIRREL COVE/DECISION POI,486033
SQUIRREL POINT,486033
SQUIRREL POINT - PASSAGE CANAL,486033
SQUIRREL POINT PWS,486033
SQUIRREL PT,486033
ST MATTHEWS BAY,466031
"ST. MATTHEW'S BAY, AK",466031
ST. MATTHEWS BAY,466033
STOCKDALE HARBOR,476009
STOREY ISLAND,476034
STRAIGHT OUT FROM WHITTIER DOCK,486033
STRONG POINT,486005
STROUP BAY,466100
SUNNY BAY PORT FIDALGO,466033
SUNRISE,499999
SUPRISE,486033
SUPRISE COVE,486033
SURPRISE,486033
SURPRISE COVE,486033
SURPRISE COVE - OUTSIDE,486033
SURPRISE COVE COCHRAN,486033
SURPRISE COVE COCHRAN BAY,486033
SURPRISE COVE COCHRANE BAY,486033
SURPRISE COVE ENTRANCE,486033
SURPRISE COVE PASSAGE CANAL,486033
"SURPRISE COVE, AK",486033
"SURPRISE COVE, COCHRANE BA",486033
"SURPRISE COVE, COCHRANE BAY",486033
SURPRISE COVER,486033
SW CORNER OF EAGLEK ISLAND,476033
SW OF KNIGHT ISLAND,476004
SW PERRY ISLAND,476033
SW POINT GREEN ISLAND,485932
SW SIDE CULROSS PASSAGE,486033
SWAMILL CREEK,466100
SWANSON BAY,486001
SYWASH COVE,476036
TATITLEK BAY,466033
TATITLEK NARROWS,466033
TAYLOR GLACIER,486032
TAYLOR GLACIER BEACH,486032
TEBENKOF BAY,486033
TEBENKOF GLACIER,486033
TEBENKOF PASSAGE CANAL,486033
TEBENKOFF GLACIER,486033
TERMINAL MORAINE ON BARRY ARM,486100
THE ARM,499999
THE CLIFFS,499999
THE DUTCH GROUP,476033
THE NARROWS,466033
"THORNE BAY, PRINCE OF WHALES ISLAND",486001
THREE FINGER BAY,486033
THREE FINGER COVE,486033
"THREE FINGER COVE, COCHRAN",486033
THREE FINGER COVER,486033
THREE FINGERS,486033
THREE FINGERS BAY,486033
THREE FINGERS COCHRAN BAY,486033
THREE FINGERS COVE,486033
"THREE FINGERS, COCHRAN BAY",486033
THUMB BAY,476004
THUMB BAY KNIGHT ISLAND,476004
TIPPING POINT,486033
"TIPPING POINT, PERRY ISLAND",476033
TO 05/03/2023 COCHRAN BAY,486033
TO 07/07/2023 COCHRAN BAY,486033
TO 08/18/2023 COCHRAN BAY,486033
TONGUE POINT,466100
TONGUE POINT JACK BAY,466100
TONGUE POINT VALDEZ ARM,466100
TONGUE PT,466100
TONGUE PT.,466100
TOP OF CULROSS,486033
TOP OF CULROSS ISLAND,486033
TOP OF CULROSS PASSAGE,486033
TOUNGE POINT,466100
TRINITY POINT,486033
TRINITY PT,486033
TRINITYPOINT,486033
TRINTY POINT,486033
TWIN BAT WEST PERRY ISLAND,476033
TWIN BAY,476033
TWIN BAY WEST PERRY ISLAND,476033
"TWIN BAY, PERRY ISLAND",476033
TWIN BAYS PERRY ISLAND,476033
TWIN FALLS,466100
TWO MILES EAST OF WHITTIER,486033
TWO MOON BAY,466033
TWO MOON BAY PORT FIDALGO,466033
UAKWIK INLET,476036
UANKWICK INSLET,476036
UANKWIK BAY,476036
UANKWIK INLET,476036
UKWIK,476036
UNACHWICK INLET,476036
UNACKWICK,476036
UNACKWICK INLET,476036
UNACKWIK INLET,476036
UNACWICK,476036
UNAKAWIK,476036
UNAKEIK,476036
UNAKIK BAY,476036
UNAKIWIK,476036
UNAKIWIK INLET,476036
UNAKQUICK,476036
UNAKSIK,476036
UNAKUIK INLET SOUTH OF MINERS BAY,476036
UNAKUIK NORTH OF MORAIN,476101
UNAKVVIK BAY,476036
UNAKWCIK INSLET,476036
UNAKWEK,476036
UNAKWIC,476036
UNAKWIC BAY,476036
UNAKWICK,476036
UNAKWICK BAY,476036
UNAKWICK INLET,476036
UNAKWICK INSLET,476036
UNAKWICK MORAINE,476036
"UNAKWICK, MINER'S BAY",476036
UNAKWIK,476036
UNAKWIK  JACKSON COVE,476036
UNAKWIK (AT MORAINE),476101
UNAKWIK (TOP OF BAY),476036
UNAKWIK - OUTSIDE JONAH BAY,476101
UNAKWIK / MUELLER COVE,476036
UNAKWIK / SIWASH BAY,476036
UNAKWIK 4 MI. NORTH OF UNAKWIK PT,476036
"UNAKWIK AREA, CEDAR BAY",476036
"UNAKWIK AREA, MOUTH OF CED",476036
"UNAKWIK AREA, MOUTH OF GRA",476036
UNAKWIK BAR,476036
UNAKWIK BAY,476036
"UNAKWIK BAY,  HEAD",476101
"UNAKWIK BAY, NORTHWEST SIDE",476101
"UNAKWIK BAY, PWS",476036
UNAKWIK BAY. NORTH WEST SIDE.,476101
UNAKWIK EAST SIDE NEAR ENT,476036
UNAKWIK HARBOR,476036
"UNAKWIK HARBOR, NORTH WEST SIDE.",476101
UNAKWIK INILET,476036
UNAKWIK INKET,476036
UNAKWIK INLET,476036
UNAKWIK INLET (NEAR JOHNA BAY),476036
UNAKWIK INLET / SIWASH BAY,476036
UNAKWIK INLET CCH,476036
UNAKWIK INLET EAST / WELLS BAY,476036
UNAKWIK INLET HALF MILE NORTH MEULLER COVE,476036
UNAKWIK INLET IN FRONT OF HATCHERY,476101
UNAKWIK INLET NEAR CANNERY CREEK HATCHERY,476101
UNAKWIK INLET TERMINAL MORRAINE,476101
UNAKWIK INLET WEST,476036
"UNAKWIK INLET, BY MUELLER",476036
"UNAKWIK INLET, MORAINE",476036
"UNAKWIK INLET, NEAR CANNER",476036
"UNAKWIK INLET, PRINCE WILLIAM SOUND",476036
"UNAKWIK INLET, SIWASH BAY",476036
UNAKWIK INLET/WELLS BAY,476036
UNAKWIK MORAINE,476101
UNAKWIK NEAR OLSEN,476036
UNAKWIK NEAR OLSEN ISLAND,476036
UNAKWIK NEAR SIWASH BAY,476036
UNAKWIK NEAR UNAKWIK PT.,476036
UNAKWIK OUTSIDE OF MULLER,476036
UNAKWIK OUTSIDE OF SIWASH BAY,476036
UNAKWIK POINT,476036
UNAKWIK POINT /UNAKWIK BAY,476036
UNAKWIK POINT/ UNAKWIK BAY,476036
UNAKWIK PT,476036
UNAKWIK PT.,476036
UNAKWIK REEF,476036
UNAKWIK SE,476036
UNAKWIK SIWASH,476036
UNAKWIK WEST SIDE NEAR ENT,476036
"UNAKWIK, BY HATCHERY",476036
"UNAKWIK, JONAH BAY",476101
"UNAKWIK, MCCLURE",476036
"UNAKWIK, MUELLER COVE ENTRANCE",476036
"UNAKWIK, N. OF MORAINE",476036
"UNAKWIK, N. OF MUELLER BAY",476036
"UNAKWIK, SIWASH",476036
UNAKWIK-BY HATCHERY,476036
UNAKWIK/WELLS,476036
UNAKWIKINLET,476036
UNAKWIL,476036
UNAKWIT INLET,476036
UNALIK,476036
UNALWIK,476036
UNANWIK,476036
UNAQUICK,476036
UNAQUICK BAY,476036
UNAQUIK,476036
UNAQUIK BAY,476036
UNAQUIK INLET,476036
UNAQWIK,476036
UNAQWIK BAY,476036
UNAQWIK INLET,476036
UNAVAILABLE BAY,476036
"UNAWAKE BAY, PRINCE WILLIAM SOUND",476036
UNAWICK BAY,476036
UNAWIK BAY,476036
UNAWIK INLET,476036
UNAWIK SIWASH COVE BAY,476036
UNIA KWIK BAY,476036
UNIKWICK,476036
UNIKWIK,476036
UNIKWIK BAY,476036
UNIKWIK PT,476036
UNIKWIKI BAY,476036
UNIQUICK,476036
UNKAWIK,476036
UNKAWIK INLET,476036
UNKNOWN,499999
UNNACKWICK INLET,476036
UNUK RIVER,499999
UNWICK INSLET,476036
UPPER COCHRAN BAY,486033
UPPER CULLROSS PASS,486033
UPPER CULROSS PASSAGA,486033
UPPER CULROSS PASSAGE,486033
UPPER HERRING BAY,476006
UPPER PASSAGE,486033
"UPPER PASSAGE, ELEANOR ISLAND",476032
"UPPER PASSAGE, KNIGHT ISLAND",476006
UPPER PRINCE WILLIAM SOUND,499999
UPPER WELLS BAY,486034
USELESS COVE,476035
"USELESS COVE, LONG BAY",476035
UTTER SOUND,499999
UWAKNIK BAY,476036
VA,466100
VADEZ,466100
VALDEZ,466100
VALDEZ - JACK'S BAY,466100
VALDEZ - NEAR SPILL BARGE/AMMUNITION ISLAND,466100
VALDEZ - SHOUP BAY,466100
VALDEZ - SHOUP'S BAY,466100
VALDEZ 1 MILE ACROSS FROM HARBOR,466100
VALDEZ AK,466100
VALDEZ ARM,466100
VALDEZ ARM / GOLD CREEK,466100
VALDEZ ARM 17 MILE BEACH,466100
VALDEZ ARM ENTRANCE ISLAND,466100
VALDEZ ARM MIDDLE ROCK AREA,466100
VALDEZ ARM NE OF SAWMILL BAY,466100
VALDEZ ARM PWS,466100
VALDEZ ARM SAW MILL BAY,466100
VALDEZ ARM SE OF MINERAL C,466100
VALDEZ ARM WEST SIDE WATERFALLS,466100
"VALDEZ ARM, NEAR POTATO POINT N. SIDE",466100
"VALDEZ ARM, NEAR TERMINAL",466100
"VALDEZ ARM, OFF BLIGH ISLAND",466100
"VALDEZ ARM, SAWMILL",466100
"VALDEZ ARM, SAWMILL BAY EN",466100
VALDEZ ARM; SHOUP BAY,466100
VALDEZ AT,466100
VALDEZ BAY,466100
VALDEZ BAY / GOLD CREEK,466100
VALDEZ BAY AREA.,466100
VALDEZ BAY AT GOLD BEACH,466100
VALDEZ BAY PIPELINE TERMIN,466100
"VALDEZ BAY,  I LOST MY PAP",466100
"VALDEZ BAY, END OF DAY",466100
"VALDEZ BAY, I LOST MY PAPE",466100
VALDEZ BAY-PORT OF VALDEZ,466100
VALDEZ BY NEW BOAT HARBOR,466100
VALDEZ CITY DOCK,466100
VALDEZ CONTAINER DOCK,466100
VALDEZ DOCK,466100
VALDEZ ENTRANCE,466100
VALDEZ FERRY DOCK AREA,466100
VALDEZ FERRY TERMINAL,466100
VALDEZ GOLD CREEK,466100
VALDEZ GOLDMINE,466100
VALDEZ GOLDMIONE,466100
VALDEZ HABOR,466100
VALDEZ HARBOR,466100
VALDEZ HARBOUR,466100
VALDEZ HATCHERY,466100
VALDEZ HORBOR,466100
VALDEZ INLET,466100
VALDEZ INLET.,466100
VALDEZ JACK BAY,466100
VALDEZ JACKS BAY,466100
VALDEZ JUST PAST THE NEW HARBOR,466100
VALDEZ MAIN BAY,466100
VALDEZ MARROWS,466100
VALDEZ MINERAL CREEK,466100
VALDEZ NARROMS,466100
VALDEZ NARROS,466100
VALDEZ NARROW,466100
VALDEZ NARROW NORTH SIDE B,466100
VALDEZ NARROWS,466100
VALDEZ NARROWS - EAST,466100
VALDEZ NARROWS - WEST,466100
VALDEZ NARROWS / WEST OF SHOUP BAY,466100
VALDEZ NARROWS BY WATERFALLS,466100
VALDEZ NARROWS NORTH SIDE,466100
VALDEZ NARROWS OFF ENTRANCE ROCK,466100
VALDEZ NARROWS ON THE RIGHT HEADING OUT,466100
VALDEZ NARROWS SOUTH WEST ENTRANCE,466100
"VALDEZ NARROWS, ALONG FALLS SW OF SHOUP BAY",466100
"VALDEZ NARROWS, MIDDLE ROCK, AK",466100
"VALDEZ NARROWS, SHOUP BAY",466100
VALDEZ NARROWS. NORTH END,466100
VALDEZ NATROWS,466100
VALDEZ NEAR HARBOR,466100
VALDEZ NORTH OF THE NARROWS BY THE WATERFALLS.,466100
VALDEZ PIER,466100
VALDEZ PIRT,466100
VALDEZ PORT,466100
VALDEZ PORT ANDERSON BAY,466100
VALDEZ PORT MINERAL CREEK,466100
VALDEZ PORT MINERAL CREEK MOUTH,466100
VALDEZ PWS NARROWS,466100
VALDEZ RM,466100
VALDEZ SHOUP BAY,466100
VALDEZ SIDE OF NARROWS,466100
VALDEZ SMALL BOAT HARBOR,466100
VALDEZ SOUND,466100
"VALDEZ SOUND (61.08294, -1",466100
VALDEZ TERMINAL AREA ALLIS,466100
VALDEZ VCT,466100
"VALDEZ, ABOVE POTATO POINT",466100
"VALDEZ, ABOVE POTATO PT",466100
"VALDEZ, HARBOR",466100
"VALDEZ, HATCHERY",466100
"VALDEZ, HEAD OF BAY NEXT TO VALDEZ CONTAINER DOCK",466100
"VALDEZ, HEAD OF BAY, NEXT TO VALDEZ CONTAINER DOCK",466100
"VALDEZ, MILE FROM HARBOR",466100
"VALDEZ, MINERAL CREEK",466100
"VALDEZ, NARROWS",466100
"VALDEZ, NEAR THE TERMINAL",466100
VALDEZ. JUST OUT ABOUT 1/4,466100
VALDEZ. NARROWS,466100
VALDEZ/GOLD CAMP,466100
VALDEZ/SHOUP BAY,466100
VALDEZZ ARM,466100
VALDFEZ NARROWS,466100
VDZ,466100
VDZ ARM,466100
VDZ ARN,466100
"VERDANT IS,ICY BAY",486005
VERDANT ISALND,486005
VERDANT ISLAND,486005
"VERDANT ISLAND, ICY BAY",486005
W BAY BLIGH ISLAND,466033
W END KNIGHT ISLAND,476005
W END OF FAIRMOUNT IS.,476036
W OF MIDDLE ROCK PORT VALDEZ,466100
W OF POE BAY PASSAGE CANAL,486033
W PORT VALDEZ,466100
W SIDE ESTHER PASSAGE,486034
W SIDE KNIGHT ISLAND,476005
W SIDE MCCLURE BAY,486031
W SIDE NAKED ISLAND,476034
W SIDE PERRY ISLAND,476033
W TWIN BAY,476033
W. COCRON,486033
W. OF MINK ISLAND,486031
W. PERRRY ISLAND,476033
W. PERRY ISLAND,476033
W. TWIN BAY PERRY ISLAND,476033
WALE BAY,499999
WALES PASSAGE,486001
WATER FALLS ABOVE POTATO PT ANCHORAGE VALDEZ ARM,466100
WATER FALLS ACROSS FROM WHITTIER HARBOR,486033
WATER FALLS ACROSS FROM WHITTIER IN PASSAGE CANAL,486033
WATER FALLS NORTH OF MIDDLE ROCK,466100
WATERFALL STRAIGHT ACROSS FROM WHITTIER HARBOR,486033
"WATERFALL WEST OF MIDDLE ROCK, VALDEZ NARROWS",466100
WATERFALLS ACROSS FROM WHITTIER HARBOR,486033
WATERFALLS BEFORE THE NARROWS,466100
WATERFALLS PASSAGE CANAL,486033
"WATERFALLS RIGHT BEFORE SAWMILL BAY, COMING OUT OF THE PORT OF VALDEZ ON THE RIGHT SIDE",466100
WATERS JUST WEST OF SOUTH,499999
WE DIDN'T MAKE IT TO PRINC,499999
WELL BAY,476036
WELL BAYS,476036
WELL PASSAGE,476036
WELLES PASSAGE,486033
WELLLS BAYPWS,476036
WELLS,486034
WELLS & CEDAR,476036
WELLS BAT,476036
WELLS BAY,476036
WELLS BAY & DISK ISLAND,486034
WELLS BAY (GRANITE),486034
WELLS BAY (HUMMER),486034
WELLS BAY AND GRANITE BAY,486034
WELLS BAY ENTRANCE,476036
WELLS BAY ESTHER PASSAGE,476033
WELLS BAY GRANITE BAY,476036
WELLS BAY OUTSIDE KEYHOLE,476036
WELLS BAY RT UPPER ARM,476036
WELLS BAY UPPER RIGHT,476036
WELLS BAY UPPER RT ARM,476036
"WELLS BAY, 1/2 WAY IN, WEST SIDE",476036
"WELLS BAY, EAST PWS",476036
"WELLS BAY, EASTERN PWS",476036
"WELLS BAY, ESTHER PASSAGE",476033
"WELLS BAY, GRANITE BAY",476036
"WELLS BAY, HEAD",476036
"WELLS BAY, MOUTH OF CEDAR",476036
WELLS BAY/CEDAR BAY,476036
WELLS BAY/INAKWIK INLET,476036
WELLS BAY/SOUTH BAY PERRY ISLAND,476033
WELLS BAYS,476036
WELLS INLET PWS,486034
WELLS PASS,486033
"WELLS PASS, W THIN BAY",486033
"WELLS PASS,N PERRY IS",476033
WELLS PASSAGE,486033
WELLS PASSAGE  BETTLES BAY,486034
WELLS PASSAGE (NEAR PIGOT BAY),486034
WELLS PASSAGE / ESTER ISLAND,486033
WELLS PASSAGE HOBO BAY,486034
WELLS PASSAGE HUMMER BAY,486034
"WELLS PASSAGE, NEAR ZIEGLER BAY",486034
WELLS PASSAGE/ ESTER ROCK,486033
WELLS PASSAGE/ PIGOT ENTRY,486034
WELLS PASSAGE/GRANITE BAY,486034
WELLS PORT,486034
WELLS-PIGOT,486034
WELLS. BAY,476036
WELL’S PASSAGE @ ESTER PT,486033
WEST ARM,476007
WEST ARM PERRY,476033
WEST ARM WHALE  BAY,486005
WEST ARM WHALE BAY,486005
"WEST BAY, PORT NELLIE JUAN",486031
WEST CULROSS ISLAND,486033
WEST CULROSS PASSAGE,486033
WEST DANGEROUS PASSAGE,486005
WEST END KNIGHT ISLAND,476005
WEST END OF PORT VALDE-,466100
WEST END PORT OF VALDEZ,466100
WEST FINGER BAY,486032
WEST FINGER COVE,486032
WEST FINGER INLET,486032
WEST FINGER INLET BAY,486032
"WEST FINGER INLET, KINGS BAY, AK",486032
"WEST FINGER INLET, PORT NELLIE JUAN",486032
"WEST FINGER, PORT NELLIE JUAN",486032
WEST FINGERS,486032
WEST FIOGA BAY-PORT NELLIE JUA,486032
WEST FLANK ISLAND,476033
WEST INGOT ELENOR,476032
"WEST IWEN BAY, PERRY ISLAND",476033
WEST OF GRADUAL PT PASSAGE,486033
WEST OF HARBOR BEFORE SHOUP BAY,466100
WEST OF MIDDLE ROCK,466100
WEST OF MIDDLE ROCK LIGHT,466100
WEST OF MONTAGUE ISLAND,476003
WEST OF NAKED ISLAND,476034
WEST OF NEW HARBOR,466100
WEST OF POE BAY,486033
WEST OF PORT STORAGE TANKS,466100
WEST OF PT. ELENORE,476033
WEST OF SQUIRE COVE APPROX,476005
WEST OF VALDEZ TERMINAL 1.,466100
WEST PERRY,476033
WEST PERRY ISKLAND,486033
WEST PERRY ISLAND,486033
WEST PORT WELLS,486034
WEST SIDE BLIGH ISLAND,466033
WEST SIDE COCHRAN BAY,486033
WEST SIDE COCHRANE BAY,486033
WEST SIDE CULROSS ISLAND,486033
WEST SIDE FAIRMOUNT ISLAND,476036
WEST SIDE GREEN ISLAND,476004
WEST SIDE MONTAGUE,476003
WEST SIDE NAKED ISLAND,476004
WEST SIDE OF KNIGHT ISLAND,476006
WEST SIDE OF LONG BAY,499999
WEST SIDE OF NAKED IS.,476032
"WEST SIDE OF PERRY IS,  EA",476033
WEST SIDE PERRY,486033
WEST SIDE PERRY ISLAND,476033
WEST SIDE PERRY PASSAGE,486033
WEST SIDE PORT WELLS,486034
WEST SIDE UNAKWIK.  SIWASH BAY ENTRANCE,476036
WEST SIDE VALDEZ NARROWS OFF WATER FALLS,466100
WEST SIDE WELLS BAY,476036
WEST THUMB PERRY ISLAND,476033
WEST TWIN,476033
WEST TWIN BAY,476033
WEST TWIN BAY AREA,476033
WEST TWIN BAY PERRY I,476033
WEST TWIN BAY PERRY ISALND,476033
WEST TWIN BAY PERRY ISLAND,476033
"WEST TWIN BAY, PERRRY ISLAND",476033
"WEST TWIN BAY, PERRY IS",476033
"WEST TWIN BAY, PERRY ISLAN",476033
"WEST TWIN BAY, PERRY ISLAND",476033
WEST TWIN PERRY ISLAND,476033
WEST TWN BAY,476033
WEST VALDEZ BAY,466100
WEST WALL ABOVE VALDEZ NARROWS,466100
WEST. TWIN,476033
WESTERN ENTRANCE TO COCHRA,486033
WESTERN JACK BAY,466100
WESTERN PASSAGE CANAL,486033
WHALE BAY,486005
"WHALE BAY, AK",486005
"WHALE BAY, BY BAINBRIDGE P",486005
"WHALE BAY, PRINCE WILLIAM SOUND",486005
WHALE COVE,486005
WHALE'S BAY,486005
WHALEN BAY,466033
"WHALEN BAY, PORT FIDALGO",466033
WHALES BAY,486005
WHILE BAY,486005
WHITIER,486033
WHITTER,486033
WHITTER ALASKA HARBOR ON T,486033
WHITTER PRINCE WILLIAM SOUND,486033
WHITTIER,486033
WHITTIER (PASSAGE CANAL),486033
WHITTIER - BLACKSTONE BAY,486033
WHITTIER - PASSAGE CANAL,486033
WHITTIER -GOLDEN,486033
WHITTIER ACROSS BAY AT WATERFALL,486033
WHITTIER ACROSS BAY BY WATERFALL,486033
WHITTIER ALASKA,486033
WHITTIER APROX 1 MILE SOUT,486033
WHITTIER BAT,486033
WHITTIER BAY,486033
WHITTIER BAY JUST PRIOR TO,486033
"WHITTIER BAY, EMERALD BAY",486033
WHITTIER BAY/THE FALLS,486033
WHITTIER BIRD ROOKERY,486033
WHITTIER CANAL,486033
WHITTIER DOCK,486033
WHITTIER FALLS,486033
WHITTIER HARBOR,486033
WHITTIER HARBOR FALLS,486033
WHITTIER MAIN BAY,486033
WHITTIER NARROWS,486033
WHITTIER PASSAGE CANAL,486033
WHITTIER PIGOT POINT,486033
WHITTIER PWS,486033
WHITTIER SOUND,486033
"WHITTIER TERMINAL,BILLINGS",486033
WHITTIER WATERFALL,486033
WHITTIER WATERFALLS,486033
WHITTIER WATERFALLS ACROSS,486033
"WHITTIER, AK",486033
"WHITTIER, BLACKSTONE BAY",486033
"WHITTIER, PASSAGE CANAL",486033
"WHITTIER, PRINCE WILLIAM SOUND, BLACK STONE BAY",486033
WHITTIER/ MCLURE BAY,486033
WHITTIER/BIRD ROOKERY,486033
WHITTIER; COCHRANE BAY,486033
WILLARD IS. BLACKSTONE BAY,486033
WILLARD ISLAND,486033
WILLARD ISLAND BLACKSTONE BAY,486033
WINDY BAY,456031
WINDY BAY HAWKINS ISLAND,456031
"WINDY BAY, AK",486033
WINNEBAGO POINT,499999
WINTER HAVEN,499999
WITTIER,486033
WITTIER BAY,486033
WITTIER HARBOR,486033
WOOD SPIT,499999
WTB,499999
YALE BAY,476102
ZACKOFF,476008
ZAIKOF BAY,476008
ZIEGLER COVE,486034
ZIEGLERE COVE,486034
ZIGLER COVE,486034
